StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q5_1,Q5_2,Q5_3,Q5_4,Q1439,Q610,Q611,Q611_5_TEXT,Q612,Q612_4_TEXT,Q613,Q1430,Q617,Q617_7_TEXT,Q619,Q620_4,1000,1,Q1555_First Click,Q1555_Last Click,Q1555_Page Submit,Q1555_Click Count,2,Q1556_First Click,Q1556_Last Click,Q1556_Page Submit,Q1556_Click Count,Q1557,Q1560_First Click,Q1560_Last Click,Q1560_Page Submit,Q1560_Click Count,4,Q1559_First Click,Q1559_Last Click,Q1559_Page Submit,Q1559_Click Count,5,Q1558_First Click,Q1558_Last Click,Q1558_Page Submit,Q1558_Click Count,1000,1,Q1550_First Click,Q1550_Last Click,Q1550_Page Submit,Q1550_Click Count,2,Q1551_First Click,Q1551_Last Click,Q1551_Page Submit,Q1551_Click Count,3,Q1552_First Click,Q1552_Last Click,Q1552_Page Submit,Q1552_Click Count,4,Q1553_First Click,Q1553_Last Click,Q1553_Page Submit,Q1553_Click Count,Q1442,Q1554_First Click,Q1554_Last Click,Q1554_Page Submit,Q1554_Click Count,Q1541,Q1542,IP_block,IP_country,first_survey,list1_party,list2_party,list3_party,list4_party,list5_party,list1,list2,list3,list4,list5,Condition
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Q5 - I am age 18 or older.,Q5 - I am currently living in the US.,Q5 - I have read and understand the information above.,Q5 - I want to participate in this research and continue with the survey.,"For some reason, we were still unable to verify your country location. We ask you to please assist us in getting this protocol correct. Please enter your mTurk worker ID below and contact the requester for this HIT to report the problem. Once you click next you will be taken to the survey (and certifying that you are taking this survey from the U.S. and not using a VPS). WE will be checking locations manually for those who reach this point and you will be contacted if this check identifies you as violating these requirements.",What is your age (please only use number of years)?,What gender do you identify with? - Selected Choice,What gender do you identify with? - Other (please specify) - Text,What is your party affiliation? - Selected Choice,What is your party affiliation? - Other party (please specify) - Text,How strongly do you identify with your party?,How engaged are you in politics?,What is the highest level of education you have received? - Selected Choice,What is the highest level of education you have received? - Other (please specify) - Text,Did you vote in the most recent presidential election?,What percent of your close friends and family share your political affiliation?,"For each list of words, imagine you were watching a congressional debate on C-Span and you heard those words. Please guess whether the words you heard were spoken by a [Field-Condition].",[Field-list1],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list2],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list3],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list4],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list5],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"For each list of words, imagine you were watching a congressional debate on C-Span and you heard those words. Please guess whether the word you heard was spoken by a [Field-Condition].",[Field-list1],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list2],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list3],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list4],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,[Field-list5],Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Were you paying attention during this survey?,"Please use the space below to mention any thoughts you have related to the experiment, or anything you would like the experimenters to know.",IP_block,IP_country,first_survey,list1_party,list2_party,list3_party,list4_party,list5_party,list1,list2,list3,list4,list5,Condition
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID3_2""}","{""ImportId"":""QID3_3""}","{""ImportId"":""QID3_4""}","{""ImportId"":""QID1435_TEXT""}","{""ImportId"":""QID610_TEXT""}","{""ImportId"":""QID611""}","{""ImportId"":""QID611_5_TEXT""}","{""ImportId"":""QID612""}","{""ImportId"":""QID612_4_TEXT""}","{""ImportId"":""QID613""}","{""ImportId"":""QID1430""}","{""ImportId"":""QID617""}","{""ImportId"":""QID617_7_TEXT""}","{""ImportId"":""QID619""}","{""ImportId"":""QID620_4""}","{""ImportId"":""QID1024""}","{""ImportId"":""QID1025""}","{""ImportId"":""QID1556_FIRST_CLICK""}","{""ImportId"":""QID1556_LAST_CLICK""}","{""ImportId"":""QID1556_PAGE_SUBMIT""}","{""ImportId"":""QID1556_CLICK_COUNT""}","{""ImportId"":""QID1026""}","{""ImportId"":""QID1557_FIRST_CLICK""}","{""ImportId"":""QID1557_LAST_CLICK""}","{""ImportId"":""QID1557_PAGE_SUBMIT""}","{""ImportId"":""QID1557_CLICK_COUNT""}","{""ImportId"":""QID1558""}","{""ImportId"":""QID1561_FIRST_CLICK""}","{""ImportId"":""QID1561_LAST_CLICK""}","{""ImportId"":""QID1561_PAGE_SUBMIT""}","{""ImportId"":""QID1561_CLICK_COUNT""}","{""ImportId"":""QID1028""}","{""ImportId"":""QID1560_FIRST_CLICK""}","{""ImportId"":""QID1560_LAST_CLICK""}","{""ImportId"":""QID1560_PAGE_SUBMIT""}","{""ImportId"":""QID1560_CLICK_COUNT""}","{""ImportId"":""QID1029""}","{""ImportId"":""QID1559_FIRST_CLICK""}","{""ImportId"":""QID1559_LAST_CLICK""}","{""ImportId"":""QID1559_PAGE_SUBMIT""}","{""ImportId"":""QID1559_CLICK_COUNT""}","{""ImportId"":""QID1226""}","{""ImportId"":""QID1227""}","{""ImportId"":""QID1551_FIRST_CLICK""}","{""ImportId"":""QID1551_LAST_CLICK""}","{""ImportId"":""QID1551_PAGE_SUBMIT""}","{""ImportId"":""QID1551_CLICK_COUNT""}","{""ImportId"":""QID1228""}","{""ImportId"":""QID1552_FIRST_CLICK""}","{""ImportId"":""QID1552_LAST_CLICK""}","{""ImportId"":""QID1552_PAGE_SUBMIT""}","{""ImportId"":""QID1552_CLICK_COUNT""}","{""ImportId"":""QID1229""}","{""ImportId"":""QID1553_FIRST_CLICK""}","{""ImportId"":""QID1553_LAST_CLICK""}","{""ImportId"":""QID1553_PAGE_SUBMIT""}","{""ImportId"":""QID1553_CLICK_COUNT""}","{""ImportId"":""QID1230""}","{""ImportId"":""QID1554_FIRST_CLICK""}","{""ImportId"":""QID1554_LAST_CLICK""}","{""ImportId"":""QID1554_PAGE_SUBMIT""}","{""ImportId"":""QID1554_CLICK_COUNT""}","{""ImportId"":""QID1443""}","{""ImportId"":""QID1555_FIRST_CLICK""}","{""ImportId"":""QID1555_LAST_CLICK""}","{""ImportId"":""QID1555_PAGE_SUBMIT""}","{""ImportId"":""QID1555_CLICK_COUNT""}","{""ImportId"":""QID1541_TEXT""}","{""ImportId"":""QID1542_TEXT""}","{""ImportId"":""IP_block""}","{""ImportId"":""IP_country""}","{""ImportId"":""first_survey""}","{""ImportId"":""list1_party""}","{""ImportId"":""list2_party""}","{""ImportId"":""list3_party""}","{""ImportId"":""list4_party""}","{""ImportId"":""list5_party""}","{""ImportId"":""list1""}","{""ImportId"":""list2""}","{""ImportId"":""list3""}","{""ImportId"":""list4""}","{""ImportId"":""list5""}","{""ImportId"":""Condition""}"
7/9/19 14:47,7/9/19 14:50,0,100,145,1,7/9/19 14:50,anonymous,EN,1,1,1,1,,28,2,-99,2,-99,3,4,5,-99,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,4,7.267,7.267,7.277,1,3,2.918,2.918,2.924,1,3,1.902,1.902,1.911,1,2,1.508,1.508,1.516,1,3,2.99,2.99,2.997,1,yes,I dont know,0,United States,plurals,democrat,democrat,democrat,republican,republican,"discussion, contribute, criminal, end, basic","workers, outrageous, acknowledge, kinds, wealth","assault, changes, potentially, glad, respond","talked, announced, gain, duty, preserve","principles, monetary, mom, walls, complete",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:50,0,100,139,1,7/9/19 14:50,anonymous,EN,1,1,1,1,,40,2,-99,2,-99,5,4,2,-99,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,2,0.817,2.148,2.191,3,1,1.876,1.876,1.8,1,4,1.579,1.579,1.616,1,5,0.814,1.306,1.348,2,5,0.691,0.959,0.997,2,yes,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"outrageous, changes, discussion, responsibility, wealth","profit, values, maintain, respond, criminal","basic, contribute, mother, indicated, financial","complete, possibly, happy, types, employees","talked, attack, walls, finish, recognize",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:50,0,100,149,1,7/9/19 14:50,anonymous,EN,1,1,1,1,,26,2,-99,2,-99,4,3,1,-99,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,4,8.404,8.404,8.409,1,3,1.075,1.075,1.08,1,3,0.784,0.784,0.79,1,3,0.64,0.64,0.645,1,3,1.487,1.487,1.493,1,ATTENTION,-99,0,United States,rectangles,republican,republican,republican,democrat,democrat,"announced, walls, types, talked, recognize","finish, illegal, reforms, principles, duty","excessive, conversation, preserve, monetary, fundamental","workers, comprehensive, profit, glad, mother","wealth, respond, assault, contribute, potentially",Republican or by a Democrat
7/9/19 14:47,7/9/19 14:50,0,100,171,1,7/9/19 14:50,anonymous,EN,1,1,1,1,,30,1,-99,2,-99,4,1,2,-99,1,95,-99,4,5.107,5.107,5.119,1,2,3.739,3.739,3.749,1,2,4.065,4.065,4.078,1,6,2.39,2.39,2.401,1,5,1.974,1.974,1.985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,rectangles,republican,republican,republican,democrat,democrat,"principles, employees, illegal, complete, reforms","possibly, talked, give, answer, conversation","prosperity, excessive, duty, announced, recognize","glad, financial, maintain, barriers, assault","profit, basic, end, mother, kinds",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:50,0,100,175,1,7/9/19 14:50,anonymous,EN,1,1,1,1,,22,2,-99,3,-99,7,4,2,-99,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,1,3.367,3.367,3.379,1,1,2.293,2.293,2.201,1,4,1.782,1.782,1.799,1,1,3.523,3.523,3.533,1,6,1.789,1.789,1.8,1,Yes,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"wealth, indicated, basic, outrageous, mother","responsibility, workers, values, discussion, contribute","barriers, changes, criminal, potentially, end","attack, monetary, gain, talked, types","recognize, answer, happy, preserve, complete",Democrat or by a Republican
7/9/19 14:49,7/9/19 14:50,0,100,118,1,7/9/19 14:50,anonymous,EN,1,1,1,1,,50,1,-99,2,-99,3,2,5,-99,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,4,3.212,3.212,3.219,1,5,2.198,2.198,2.204,1,3,1.112,1.112,1.119,1,4,0.799,0.799,0.806,1,2,0,0,0.715,0,Yes,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"glad, respond, indicated, comprehensive, workers","spoke, responsibility, changes, profit, acknowledge","potentially, outrageous, wealth, barriers, contribute","mom, finish, principles, illegal, monetary","fundamental, preserve, types, conversation, attack",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:51,0,100,175,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,26,1,-99,3,-99,4,3,4,-99,1,53,-99,4,8.643,8.643,8.678,1,2,4.501,4.501,4.522,1,3,2.68,2.68,2.601,1,5,1.975,1.975,1.901,1,4,2.444,2.444,2.471,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION ,-99,0,United States,plurals,democrat,democrat,democrat,republican,republican,"acknowledge, contribute, basic, barriers, glad","spoke, kinds, assault, values, criminal","potentially, mother, wealth, workers, profit","complete, finish, duty, preserve, conversation","answer, monetary, excessive, reforms, announced",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:51,0,100,177,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,23,2,-99,3,-99,5,3,1,-99,1,32,-99,3,4.033,6.451,6.458,6,3,3.324,3.324,3.332,1,4,1.141,1.141,1.15,1,4,1.262,1.262,1.268,1,3,4.474,4.68,4.687,2,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-99,0,United States,rectangles,republican,republican,republican,democrat,democrat,"complete, fundamental, announced, give, principles","gain, finish, prosperity, attack, talked","possibly, walls, illegal, mom, reforms","acknowledge, financial, maintain, glad, workers","respond, kinds, outrageous, responsibility, discussion",Republican or by a Democrat
