StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q5_1,Q5_2,Q5_3,Q5_4,Q610,Q611,Q611_5_TEXT,Q612,Q612_4_TEXT,Q613,Q1430,Q617,Q617_7_TEXT,Q619,Q620_4,1000,Q1466,Q1467,Q1468,Q1469,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Q1440,Q621,IP_block,IP_country,Condition,pair1,pair2,pair3,pair4,pair5,pair6,pair7,pair8,pair9,pair10,pair11,pair12,pair13,pair14,pair15,pair16,pair17,pair18,pair19,pair20,pair21,pair22,pair23,pair24,pair25
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Q5 - I am age 18 or older.,Q5 - I am currently living in the US.,Q5 - I have read and understand the information above.,Q5 - I want to participate in this research and continue with the survey.,What is your age (please only use number of years)?,What gender do you identify with? - Selected Choice,What gender do you identify with? - Other (please specify) - Text,What is your party affiliation? - Selected Choice,What is your party affiliation? - Other party (please specify) - Text,How strongly do you identify with your party?,How engaged are you in politics?,What is the highest level of education you have received? - Selected Choice,What is the highest level of education you have received? - Other (please specify) - Text,Did you vote in the most recent presidential election?,What percent of your close friends and family share your political affiliation?,Please use the scale to rate how you felt while reading each word.,Please use the scale to rate how you felt while reading each word.,Please use the scale to rate how you felt while reading each word.,Please use the scale to rate how you felt while reading each word.,Please use the scale to rate how you felt while reading each word.,[Field-pair1],[Field-pair2],[Field-pair3],[Field-pair4],[Field-pair5],[Field-pair6],[Field-pair7],[Field-pair8],[Field-pair9],[Field-pair10],[Field-pair11],[Field-pair12],[Field-pair13],[Field-pair14],[Field-pair15],[Field-pair16],[Field-pair17],[Field-pair18],[Field-pair19],[Field-pair20],[Field-pair21],[Field-pair22],[Field-pair23],[Field-pair24],[Field-pair25],Were you paying attention during this survey?,"Please use the space below to mention any thoughts you have related to the experiment, or anything you would like the experimenters to know.",IP_block,IP_country,Condition,pair1,pair2,pair3,pair4,pair5,pair6,pair7,pair8,pair9,pair10,pair11,pair12,pair13,pair14,pair15,pair16,pair17,pair18,pair19,pair20,pair21,pair22,pair23,pair24,pair25
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID3_2""}","{""ImportId"":""QID3_3""}","{""ImportId"":""QID3_4""}","{""ImportId"":""QID610_TEXT""}","{""ImportId"":""QID611""}","{""ImportId"":""QID611_5_TEXT""}","{""ImportId"":""QID612""}","{""ImportId"":""QID612_4_TEXT""}","{""ImportId"":""QID613""}","{""ImportId"":""QID1430""}","{""ImportId"":""QID617""}","{""ImportId"":""QID617_7_TEXT""}","{""ImportId"":""QID619""}","{""ImportId"":""QID620_4""}","{""ImportId"":""QID1024""}","{""ImportId"":""QID1467""}","{""ImportId"":""QID1468""}","{""ImportId"":""QID1469""}","{""ImportId"":""QID1470""}","{""ImportId"":""QID1025""}","{""ImportId"":""QID1442""}","{""ImportId"":""QID1443""}","{""ImportId"":""QID1444""}","{""ImportId"":""QID1445""}","{""ImportId"":""QID1446""}","{""ImportId"":""QID1447""}","{""ImportId"":""QID1450""}","{""ImportId"":""QID1453""}","{""ImportId"":""QID1456""}","{""ImportId"":""QID1459""}","{""ImportId"":""QID1460""}","{""ImportId"":""QID1457""}","{""ImportId"":""QID1454""}","{""ImportId"":""QID1451""}","{""ImportId"":""QID1448""}","{""ImportId"":""QID1461""}","{""ImportId"":""QID1458""}","{""ImportId"":""QID1455""}","{""ImportId"":""QID1452""}","{""ImportId"":""QID1449""}","{""ImportId"":""QID1462""}","{""ImportId"":""QID1463""}","{""ImportId"":""QID1464""}","{""ImportId"":""QID1465""}","{""ImportId"":""QID1441_TEXT""}","{""ImportId"":""QID621_TEXT""}","{""ImportId"":""IP_block""}","{""ImportId"":""IP_country""}","{""ImportId"":""Condition""}","{""ImportId"":""pair1""}","{""ImportId"":""pair2""}","{""ImportId"":""pair3""}","{""ImportId"":""pair4""}","{""ImportId"":""pair5""}","{""ImportId"":""pair6""}","{""ImportId"":""pair7""}","{""ImportId"":""pair8""}","{""ImportId"":""pair9""}","{""ImportId"":""pair10""}","{""ImportId"":""pair11""}","{""ImportId"":""pair12""}","{""ImportId"":""pair13""}","{""ImportId"":""pair14""}","{""ImportId"":""pair15""}","{""ImportId"":""pair16""}","{""ImportId"":""pair17""}","{""ImportId"":""pair18""}","{""ImportId"":""pair19""}","{""ImportId"":""pair20""}","{""ImportId"":""pair21""}","{""ImportId"":""pair22""}","{""ImportId"":""pair23""}","{""ImportId"":""pair24""}","{""ImportId"":""pair25""}"
7/11/19 9:53,7/11/19 9:55,IP Address,100,108,TRUE,7/11/19 9:55,anonymous,EN,Yes,Yes,Yes,Yes,26,Female,-99,Republican,-99,1 (very little),5,Bachelor's degree,-99,Yes,72,-99,-99,-99,-99,-99,-99,Happy 1,4,Happy 1,Happy 1,Happy 1,-99,Happy 1,Happy 1,Happy 1,Happy 1,Happy 1,Happy 1,Unhappy 9,Unhappy 9,Happy 1,Happy 1,-99,-99,Happy 1,5,Happy 1,Happy 1,-99,Happy 1,-99,-99,0,United States,Republican or by a Democrat,complete,prosperity,workers,contribute,values,attack,recognize,answer,profit,possibly,glad,financial,types,end,illegal,spoke,reforms,mother,duty,walls,indicated,outrageous,conversation,maintain,basic
7/11/19 9:59,7/11/19 10:00,IP Address,100,78,TRUE,7/11/19 10:00,anonymous,EN,Yes,Yes,Yes,Yes,42,Male,-99,-99,-99,7 (very much),6,Bachelor's degree,-99,Yes,66,-99,-99,-99,-99,-99,5,Happy 1,5,Happy 1,5,Unhappy 9,5,5,5,4,Happy 1,Happy 1,Happy 1,Happy 1,Unhappy 9,3,5,Happy 1,5,Unhappy 9,5,5,5,Happy 1,5,ATTENTION,-99,0,United States,Democrat or by a Republican,comprehensive,wealth,employees,give,principles,assault,acknowledge,respond,gain,potentially,happy,monetary,kinds,finish,criminal,talked,changes,mom,responsibility,barriers,announced,excessive,discussion,preserve,fundamental
7/11/19 10:00,7/11/19 10:01,IP Address,100,92,TRUE,7/11/19 10:01,anonymous,EN,Yes,Yes,Yes,Yes,32,Female,-99,Republican,-99,7 (very much),7 (extremely),Bachelor's degree,-99,Yes,100,-99,-99,-99,-99,-99,Happy 1,8,Unhappy 9,4,5,Unhappy 9,3,3,2,6,6,6,8,5,5,7,4,Unhappy 9,7,8,7,7,2,2,Unhappy 9,ATTENTION,no,0,United States,Republican or by a Democrat,complete,wealth,workers,contribute,principles,assault,recognize,answer,gain,possibly,glad,financial,kinds,finish,criminal,talked,reforms,mom,duty,walls,announced,outrageous,conversation,preserve,fundamental
7/11/19 9:59,7/11/19 10:02,IP Address,100,148,TRUE,7/11/19 10:02,anonymous,EN,Yes,Yes,Yes,Yes,30,Male,-99,Democrat,-99,6,6,Bachelor's degree,-99,Yes,65,-99,-99,-99,-99,-99,5,3,6,4,6,8,6,5,4,6,Happy 1,6,5,6,8,6,7,3,6,8,5,8,7,6,6,Yes.,I have no additional thoughts on this survey.,0,United States,Democrat or by a Republican,comprehensive,prosperity,employees,give,values,attack,acknowledge,respond,profit,potentially,happy,monetary,types,end,illegal,spoke,changes,mother,responsibility,barriers,indicated,excessive,discussion,maintain,basic
7/11/19 9:59,7/11/19 10:03,IP Address,100,217,TRUE,7/11/19 10:03,anonymous,EN,Yes,Yes,Yes,Yes,19,Male,-99,Republican,-99,5,6,Bachelor's degree,-99,No,73,-99,-99,-99,-99,-99,4,Happy 1,4,3,6,7,3,5,Happy 1,5,Happy 1,Happy 1,4,4,6,2,6,2,6,6,6,6,6,6,5,ATTENTION,-99,0,United States,Democrat or by a Republican,complete,prosperity,employees,contribute,principles,attack,recognize,respond,profit,possibly,glad,monetary,kinds,finish,illegal,talked,reforms,mom,duty,barriers,indicated,outrageous,conversation,maintain,basic
7/11/19 10:02,7/11/19 10:04,IP Address,100,112,TRUE,7/11/19 10:04,anonymous,EN,Yes,Yes,Yes,Yes,30,Male,-99,Democrat,-99,5,6,Bachelor's degree,-99,No,85,-99,-99,-99,-99,-99,2,6,3,4,3,Unhappy 9,3,3,4,5,Happy 1,7,5,8,Unhappy 9,4,3,Happy 1,2,3,4,5,3,4,3,ATTENTION,-99,0,United States,Republican or by a Democrat,comprehensive,wealth,workers,give,values,assault,acknowledge,answer,gain,potentially,happy,financial,types,end,criminal,spoke,changes,mother,responsibility,walls,announced,excessive,discussion,preserve,fundamental
7/11/19 10:03,7/11/19 10:05,IP Address,100,107,TRUE,7/11/19 10:05,anonymous,EN,Yes,Yes,Yes,Yes,26,Male,-99,Independent,-99,4,5,High school,-99,Yes,80,-99,-99,-99,-99,-99,4,3,5,4,4,7,5,3,6,5,3,7,5,6,7,5,3,2,5,6,5,7,5,5,5,Yes,-99,0,United States,Republican or by a Democrat,comprehensive,prosperity,workers,give,values,assault,acknowledge,answer,profit,possibly,glad,financial,kinds,end,illegal,spoke,reforms,mom,duty,walls,indicated,excessive,conversation,maintain,fundamental
7/11/19 10:09,7/11/19 10:12,IP Address,100,154,TRUE,7/11/19 10:12,anonymous,EN,Yes,Yes,Yes,Yes,34,Male,-99,Democrat,-99,4,5,Bachelor's degree,-99,Yes,70,-99,-99,-99,-99,-99,2,Happy 1,7,3,3,7,2,7,Happy 1,6,Happy 1,Happy 1,6,Happy 1,Unhappy 9,2,6,Happy 1,Happy 1,2,3,7,3,Happy 1,8,pretty sure i was haha.,Some of those words had a pretty clear unhappy or happy outcome. for instance why would someone be unhappy if they just completed something? ,0,United States,Democrat or by a Republican,complete,wealth,employees,contribute,principles,attack,recognize,respond,gain,potentially,happy,monetary,types,finish,criminal,talked,changes,mother,responsibility,barriers,announced,outrageous,discussion,preserve,basic
7/11/19 10:19,7/11/19 10:20,IP Address,100,69,TRUE,7/11/19 10:20,anonymous,EN,Yes,Yes,Yes,Yes,24,Male,-99,Democrat,-99,7 (very much),2,Bachelor's degree,-99,Yes,100,-99,-99,-99,-99,-99,Happy 1,Happy 1,Happy 1,Happy 1,Happy 1,Unhappy 9,Happy 1,Happy 1,Happy 1,Happy 1,Happy 1,Happy 1,Happy 1,Unhappy 9,Unhappy 9,5,Happy 1,Happy 1,Happy 1,Unhappy 9,Happy 1,Unhappy 9,Happy 1,Happy 1,Unhappy 9,ATTENTION,-99,0,United States,Democrat or by a Republican,comprehensive,prosperity,employees,give,principles,attack,acknowledge,respond,gain,potentially,glad,monetary,types,end,illegal,spoke,reforms,mom,duty,barriers,announced,outrageous,discussion,preserve,fundamental
7/11/19 10:18,7/11/19 10:22,IP Address,100,238,TRUE,7/11/19 10:22,anonymous,EN,Yes,Yes,Yes,Yes,27,Male,-99,Independent,-99,1 (very little),1 (not at all),High school,-99,Yes,0,-99,-99,-99,-99,-99,4,Unhappy 9,Unhappy 9,5,5,Unhappy 9,Unhappy 9,5,Unhappy 9,4,3,Unhappy 9,Unhappy 9,Unhappy 9,Unhappy 9,5,5,Unhappy 9,Unhappy 9,6,6,Unhappy 9,5,5,5,yes,☺☻,0,United States,Republican or by a Democrat,complete,wealth,workers,contribute,values,assault,recognize,answer,profit,possibly,happy,financial,kinds,finish,criminal,talked,changes,mother,responsibility,walls,indicated,excessive,conversation,maintain,basic
7/11/19 10:19,7/11/19 10:23,IP Address,100,265,TRUE,7/11/19 10:23,anonymous,EN,Yes,Yes,Yes,Yes,49,Female,-99,Independent,-99,4,6,Bachelor's degree,-99,Yes,10,-99,-99,-99,-99,-99,2,2,5,3,2,7,3,5,3,5,2,3,5,3,7,3,5,2,3,7,3,5,2,3,4,ATTENTION,-99,0,United States,Democrat or by a Republican,complete,prosperity,workers,contribute,principles,attack,acknowledge,answer,profit,possibly,happy,financial,kinds,finish,criminal,spoke,changes,mother,responsibility,barriers,announced,outrageous,conversation,preserve,basic
